orderID,candidate_address,is_comp,subject_address,bath_score_diff,full_baths_diff,half_baths_diff,room_count_diff,bedrooms_diff,effective_age_diff,subject_age_diff,lot_size_sf_diff,gla_diff,abs_bath_score_diff,abs_full_bath_diff,abs_half_bath_diff,abs_room_count_diff,abs_bedrooms_diff,abs_effective_age_diff,abs_subject_age_diff,abs_lot_size_sf_diff,abs_gla_diff,distance_to_subject_km,same_property_type,sold_recently,score,rank,subject_bath_score,subject_num_full_baths,subject_num_half_baths,subject_bedrooms,subject_gla,subject_lot_size_sf,subject_property_type,candidate_bath_score,candidate_num_full_baths,candidate_num_half_baths,candidate_bedrooms,candidate_gla,candidate_lot_size_sf,candidate_property_type,candidate_close_price,explanation
4758672,177 Bramco Lane,0,23 Macfarlane St Lake Echo NS B3E1M5,0.5,0.0,,0.0,0.0,7.0,16.0,-417621.0,120.0,0.5,0.0,,0.0,0.0,7.0,16.0,417621.0,120.0,5.471,1.0,0.0,0.6042569875717163,3.0,2.5,2,1,3.0,2010,33661.0,Detached,2.0,2,0,3,1890,451282.0,Detached,,"The model ranked the candidate property at 177 Bramco Lane as more comparable to the subject at 23 Macfarlane St due to similar room count and bedrooms. However, the dissimilarity in lot size, where the candidate property has a significantly smaller lot, slightly lowered the overall similarity score."
4758996,156 Marquis Pl SE,1,160 Marquis Pl SE Airdrie AB T4A1Y7,-0.5,-1.0,,0.0,0.0,-21.0,0.0,247.0,58.0,0.5,1.0,,0.0,0.0,21.0,0.0,247.0,58.0,0.01,1.0,1.0,3.375385046005249,1.0,1.5,1,1,3.0,1144,5823.0,Detached,2.0,2,0,3,1086,5576.0,Detached,565000.0,"The candidate property is considered more similar to the subject property due to having the same number of rooms and bedrooms, positively impacting the score. However, the lower number of full baths in the candidate property compared to the subject slightly reduced the similarity score according to the model."
4758996,168 Marquis Pl SE,1,160 Marquis Pl SE Airdrie AB T4A1Y7,-0.5,-1.0,,-1.0,0.0,-21.0,0.0,-1852.0,-234.0,0.5,1.0,,1.0,0.0,21.0,0.0,1852.0,234.0,0.03,1.0,1.0,3.358505964279175,2.0,1.5,1,1,3.0,1144,5823.0,Detached,2.0,2,0,3,1378,7675.0,Detached,530000.0,"The model ranked the candidate property at 168 Marquis Pl SE as more comparable to the subject due to having a similar room count and bedrooms count, even though the candidate has slightly fewer bathrooms. However, the larger difference in lot size negatively impacted the similarity score, causing the model to rate it slightly lower."
4758996,1852 Meadowbrook Dr SE,1,160 Marquis Pl SE Airdrie AB T4A1Y7,-0.5,-1.0,,1.0,0.0,-17.0,4.0,915.0,72.0,0.5,1.0,,1.0,0.0,17.0,4.0,915.0,72.0,0.54,1.0,1.0,2.4593708515167236,3.0,1.5,1,1,3.0,1144,5823.0,Detached,2.0,2,0,3,1072,4908.0,Detached,518000.0,"The model ranked the candidate property as relatively more similar to the subject due to having an additional room compared to the subject (+0.61), despite having fewer full baths (-0.02). The larger lot size of the candidate property compared to the subject contributed to making it less similar (-0.16)."
4759024,18 Carrington Rd NW,1,5 Lewiston Rd NE Calgary AB T3P 2J3,0.0,0.0,,0.0,0.0,,,797.0,-21.0,0.0,0.0,,0.0,0.0,,,797.0,21.0,2.95,1.0,1.0,0.8430681824684143,1.0,4.0,4,0,5.0,2648,4930.0,Detached,4.0,4,0,5,2669,4133.0,Detached,1020000.0,"The model ranked the candidate property as more comparable to the subject because they have the same number of bathrooms, rooms, and bedrooms, which positively influenced the score. However, the lack of data on the differences in full baths, half baths, and effective age made the candidate slightly less similar to the subject, resulting in a score of 0.84."
4759024,275 Lucas Way NW,1,5 Lewiston Rd NE Calgary AB T3P 2J3,0.5,1.0,,2.0,2.0,,,732.0,140.0,0.5,1.0,,2.0,2.0,,,732.0,140.0,2.7,1.0,1.0,0.2434922158718109,2.0,4.0,4,0,5.0,2648,4930.0,Detached,3.5,3,1,3,2508,4198.0,Detached,1038888.0,"The model ranked the candidate property as more comparable to the subject primarily due to the higher number of bathrooms and rooms in the candidate property compared to the subject, as indicated by the positive SHAP values for bath_score_diff, full_baths_diff, and room_count_diff. The lack of information or negligible difference in half baths and property ages had a minor negative impact on the similarity score."
4759024,242 Coville Circle NE ,0,5 Lewiston Rd NE Calgary AB T3P 2J3,0.5,1.0,,-2.0,1.0,,,-1604.0,398.0,0.5,1.0,,2.0,1.0,,,1604.0,398.0,,1.0,1.0,-3.193685293197632,3.0,4.0,4,0,5.0,2648,4930.0,Detached,3.5,3,1,4,2250,6534.0,Detached,,"The model ranked the candidate property lower due to a substantial difference in room count compared to the subject property, with a SHAP impact of -0.16. Additionally, the large negative SHAP impact of -0.71 from the effective age difference suggests that the candidate property is significantly older than the subject property, further reducing their similarity score. The positive impacts from features such as bath_score_diff, full_baths_diff, and bedrooms_diff indicate some similarities in these aspects, which slightly improved the candidate's ranking."
4759088,2 Willowdale Dr,1,70 Cliffview Lane Head of Jeddore NS B0J1P0,0.0,0.0,,0.0,0.0,-17.0,-6.0,,218.0,0.0,0.0,,0.0,0.0,17.0,6.0,,218.0,9.68,1.0,1.0,2.07682204246521,1.0,2.0,2,0,3.0,1400,37374.0,Detached,2.0,2,0,3,1182,,Detached,500000.0,"The model ranked the candidate property at 2 Willowdale Dr as more comparable to the subject property at 70 Cliffview Lane due to having the same number of bathrooms, rooms, and bedrooms as the subject, which positively influenced the score. The lack of a half bath in the candidate property, despite having a negligible impact, slightly reduced its similarity score according to the model."
4759088,137 Myers Point Rd,1,70 Cliffview Lane Head of Jeddore NS B0J1P0,1.0,1.0,,1.0,1.0,-20.0,-9.0,,536.0,1.0,1.0,,1.0,1.0,20.0,9.0,,536.0,0.93,1.0,0.0,1.9222701787948608,2.0,2.0,2,0,3.0,1400,37374.0,Detached,1.0,1,0,2,864,,Detached,429900.0,"The model ranked the candidate property higher due to its similarity in having an additional full bathroom, more rooms, and a smaller difference in bathroom scores compared to the subject property. However, the higher difference in gross living area and the presence of a nan value for half baths made the candidate less comparable to the subject."
4759088,5 Willowdale Dr,1,70 Cliffview Lane Head of Jeddore NS B0J1P0,1.0,1.0,,1.0,1.0,2.0,13.0,,18.0,1.0,1.0,,1.0,1.0,2.0,13.0,,18.0,9.73,1.0,1.0,1.4339556694030762,3.0,2.0,2,0,3.0,1400,37374.0,Detached,1.0,1,0,2,1382,,Detached,599000.0,"The model ranked the candidate property at 5 Willowdale Dr as relatively more comparable to the subject property at 70 Cliffview Lane due to having the same number of bathrooms, rooms, and a similar bath score. However, the presence of a half bathroom in the subject property, along with differences in the number of bedrooms and absolute difference in full baths, slightly reduced the similarity score."
4759260,43 Summer Lane,1,60 MILL LAKE RD Number 2 Simms Settlement NS B0J1T0,0.0,0.0,,1.0,1.0,-51.0,-12.0,,-25.0,0.0,0.0,,1.0,1.0,51.0,12.0,,25.0,9.79,1.0,0.0,4.0914387702941895,1.0,1.0,1,0,3.0,864,15936.0,Detached,1.0,1,0,2,889,,Detached,375000.0,"The model ranked the candidate property at 43 Summer Lane as more comparable to the subject due to its higher room count (+0.63) and significantly lower effective age (-51.0 years, +0.87). However, the model found the candidate less similar because it had one less bedroom (-0.08) compared to the subject property. Other features like bath score and full baths did not significantly impact the similarity score."
4759260,7730 Highway 329,1,60 MILL LAKE RD Number 2 Simms Settlement NS B0J1T0,0.0,0.0,,-1.0,0.0,-24.0,15.0,,-228.0,0.0,0.0,,1.0,0.0,24.0,15.0,,228.0,9.66,1.0,0.0,3.632960557937622,2.0,1.0,1,0,3.0,864,15936.0,Detached,1.0,1,0,3,1092,,Detached,348500.0,"The model ranked the candidate property as more similar to the subject due to having one fewer room compared to the subject (room_count_diff = -1.0, SHAP +0.26), while other factors like the number of full baths, half baths, and absolute half bath differences made the candidate less similar. The identical number of bathrooms and bedrooms likely contributed to the candidate's comparability to the subject."
4759260,46 Highway 3,1,60 MILL LAKE RD Number 2 Simms Settlement NS B0J1T0,0.0,0.0,,-1.0,0.0,-50.0,-11.0,,-274.0,0.0,0.0,,1.0,0.0,50.0,11.0,,274.0,0.99,1.0,1.0,2.911374807357788,3.0,1.0,1,0,3.0,864,15936.0,Detached,1.0,1,0,3,1138,,Detached,375000.0,"The model ranked the candidate property at 46 Highway 3 as more comparable to the subject due to having one less room than the subject (+0.31 SHAP), while having similar bathroom and bedroom counts compared to the subject (+0.06 and +0.12 SHAP, respectively). The lack of full bath differences and the presence of missing values for half bath differences and absolute half bath differences had a minimal impact on the similarity score (-0.00 to -0.02 SHAP)."
4759498,53 Armagh Way,1,40 Tierney Dr Nepean ON K2J 4T3,0.0,0.0,0.0,0.0,0.0,-17.0,-7.0,-847.0,-170.0,0.0,0.0,0.0,0.0,0.0,17.0,7.0,847.0,170.0,1.9,1.0,1.0,3.2576489448547363,1.0,3.5,3,1,3.0,1774,3137.0,Detached,3.5,3,1,3,1944,3984.0,Detached,759500.0,"The model ranked the candidate property at 53 Armagh Way as more comparable to the subject at 40 Tierney Dr due to identical values in bath_score, half baths, and room count, positively impacting the score. However, the lack of recent sale for the candidate property, as indicated by sold_recently being 1, slightly decreased its similarity score."
4759498,393 Stoneway Dr,1,40 Tierney Dr Nepean ON K2J 4T3,1.0,1.0,0.0,0.0,0.0,-15.0,-5.0,296.0,86.0,1.0,1.0,0.0,0.0,0.0,15.0,5.0,296.0,86.0,0.43,1.0,1.0,3.0152862071990967,2.0,3.5,3,1,3.0,1774,3137.0,Detached,2.5,2,1,3,1688,2841.0,Detached,725000.0,"The model ranked the candidate property at 393 Stoneway Dr as more comparable to the subject at 40 Tierney Dr due to similar room counts and half baths. However, the model found the differences in full baths and lot size slightly decreased the similarity score, though these differences were not significant enough to greatly impact the overall ranking."
4759498,24 Avonhurst Ave,1,40 Tierney Dr Nepean ON K2J 4T3,2.0,2.0,0.0,1.0,0.0,-14.0,-4.0,-770.0,321.0,2.0,2.0,0.0,1.0,0.0,14.0,4.0,770.0,321.0,0.92,1.0,1.0,2.3887224197387695,3.0,3.5,3,1,3.0,1774,3137.0,Detached,1.5,1,1,3,1453,3907.0,Detached,650000.0,"The model ranked the candidate property at 24 Avonhurst Ave as more comparable to the subject at 40 Tierney Dr due to having a similar number of full baths and half baths (+0.58 and +0.34 SHAP respectively). However, the absolute difference in bathroom scores and the fact that the candidate property was sold recently had a negative impact on the similarity score (-0.54 and -0.02 SHAP respectively), leading to an overall score of 2.39."
4759512,44 Walton Dr,1,23 WALTON DR Halifax NS B3N1X6,-0.5,-1.0,,-1.0,-1.0,-62.0,2.0,,-126.0,0.5,1.0,,1.0,1.0,62.0,2.0,,126.0,0.22,1.0,0.0,3.9762160778045654,1.0,1.5,1,1,3.0,1795,6300.0,Detached,2.0,2,0,4,1921,,Detached,888000.0,"The model ranked the candidate property at 44 Walton Dr as more comparable to the subject at 23 Walton Dr because they have a similar room count, number of bedrooms, and effective age. Despite slight differences in bathroom features, the significant similarities in room count, bedrooms, and effective age outweighed these differences, resulting in a positive overall score for the candidate property."
4759512,4 Piers Ave,1,23 WALTON DR Halifax NS B3N1X6,0.5,0.0,,1.0,0.0,-59.0,5.0,,735.0,0.5,0.0,,1.0,0.0,59.0,5.0,,735.0,0.28,1.0,0.0,3.101085901260376,2.0,1.5,1,1,3.0,1795,6300.0,Detached,1.0,1,0,3,1060,,Detached,702000.0,"The model ranked the property at 4 Piers Ave as more comparable to the subject at 23 WALTON DR due to both properties having a similar number of rooms, with the candidate having one more room than the subject. However, the model found the candidate less similar due to a significant difference in the gross living area, where the candidate property has 735 sq. ft. more."
4759512,34 Craigmore Dr,1,23 WALTON DR Halifax NS B3N1X6,0.5,0.0,,1.0,0.0,-55.0,9.0,,421.0,0.5,0.0,,1.0,0.0,55.0,9.0,,421.0,0.43,1.0,0.0,2.91129994392395,3.0,1.5,1,1,3.0,1795,6300.0,Detached,1.0,1,0,3,1374,,Detached,845000.0,"The model ranked the candidate property at 34 Craigmore Dr as more comparable to the subject at 23 WALTON DR due to having a similar room count (+0.80) and slightly higher bath score (+0.13). However, the model found the candidate less similar because it had a larger difference in gross living area (-0.43) and a small difference in the number of full bathrooms (-0.03)."
4759561,135 Hawthorne St,1,47 Pleasant St Dartmouth NS B2Y3P4,1.0,0.0,,9.0,2.0,-87.0,78.0,,1577.0,1.0,0.0,,9.0,2.0,87.0,78.0,,1577.0,0.79,1.0,1.0,1.8283181190490723,1.0,4.0,3,2,5.0,3137,14375.0,Duplex,3.0,3,0,3,1560,,Duplex,951000.0,"The model ranked the candidate property at 135 Hawthorne St as relatively comparable to the subject at 47 Pleasant St due to the higher room count similarity (9 rooms) and a positive impact from the bath score difference. However, the model found the candidate less similar due to a larger GLA difference of 1577 sqft and a difference of 2 bedrooms, which had a negative impact on the score."
4759561,53 Pine St,1,47 Pleasant St Dartmouth NS B2Y3P4,2.5,2.0,1.0,8.0,2.0,-87.0,78.0,,1281.0,2.5,2.0,1.0,8.0,2.0,87.0,78.0,,1281.0,0.89,0.0,1.0,1.6514899730682373,2.0,4.0,3,2,5.0,3137,14375.0,Duplex,1.5,1,1,3,1856,,Detached,908000.0,"The candidate property at 53 Pine St was ranked higher due to having more bathrooms compared to the subject at 47 Pleasant St. The model also favored the candidate for having fewer differences in the number of bedrooms and rooms, despite a significant difference in gross living area."
4759561,73 Prince Albert Rd,1,47 Pleasant St Dartmouth NS B2Y3P4,2.0,1.0,,8.0,2.0,-80.0,85.0,,835.0,2.0,1.0,,8.0,2.0,80.0,85.0,,835.0,0.34,1.0,0.0,0.701952338218689,3.0,4.0,3,2,5.0,3137,14375.0,Duplex,2.0,2,0,3,2302,,Duplex,782500.0,"The model ranked the candidate property at 73 Prince Albert Rd as more comparable to the subject at 47 Pleasant St due to having a higher room count (+0.44) and a slightly higher number of bathrooms (+0.08). However, the larger difference in gross living area (-0.25) made the candidate less similar despite the similarities in other features."
4759562,177 Melrose Cres,1,10 Heritage Hills Dr Eastern Passage NS B3G1N5,0.0,0.0,0.0,0.0,0.0,-14.0,2.0,,-149.0,0.0,0.0,0.0,0.0,0.0,14.0,2.0,,149.0,0.447,1.0,0.0,4.317337989807129,1.0,1.5,1,1,3.0,1132,3500.0,Detached,1.5,1,1,3,1281,,Detached,367000.0,"The candidate property at 177 Melrose Cres was ranked as more comparable to the subject at 10 Heritage Hills Dr due to having the same number of bathrooms and rooms, which positively influenced the score. The slight difference in the number of full baths had a minor negative impact on the similarity score."
4759562,49 Peter Crt,1,10 Heritage Hills Dr Eastern Passage NS B3G1N5,-0.5,-1.0,,0.0,0.0,-7.0,9.0,,-271.0,0.5,1.0,,0.0,0.0,7.0,9.0,,271.0,1.05,1.0,0.0,3.8132269382476807,2.0,1.5,1,1,3.0,1132,3500.0,Detached,2.0,2,0,3,1403,,Detached,370000.0,"The candidate property at 49 Peter Crt was ranked higher due to having a similar room count and bedroom count to the subject property at 10 Heritage Hills Dr. However, the lower number of full baths in the candidate property compared to the subject property slightly reduced its similarity score."
4759562,1702 Caldwell Rd,1,10 Heritage Hills Dr Eastern Passage NS B3G1N5,0.0,0.0,0.0,0.0,0.0,-24.0,-8.0,,-118.0,0.0,0.0,0.0,0.0,0.0,24.0,8.0,,118.0,0.48,1.0,1.0,3.380697250366211,3.0,1.5,1,1,3.0,1132,3500.0,Detached,1.5,1,1,3,1250,,Detached,320000.0,"The candidate property at 1702 Caldwell Rd was considered more similar to the subject due to having the same number of bathrooms, half bathrooms, and rooms. However, the fact that the candidate property was sold recently made it slightly less comparable to the subject."
4759604,23 White Dove Crt,1,283 OSBORNE ST Halifax NS B3N3H1,-1.0,-1.0,0.0,2.0,0.0,-8.0,0.0,,-132.0,1.0,1.0,0.0,2.0,0.0,8.0,0.0,,132.0,0.16,1.0,1.0,3.149526596069336,1.0,1.5,1,1,3.0,1788,14232.0,Detached,2.5,2,1,3,1920,,Detached,680000.0,"The model ranked the candidate property at 23 White Dove Crt as more comparable to the subject due to having a similar number of half baths and more rooms compared to the subject. However, it was considered less similar because it had one fewer full bath and was sold recently, which slightly decreased its overall similarity score."
4759604,94 Tamarack Dr,1,283 OSBORNE ST Halifax NS B3N3H1,-1.0,-1.0,0.0,2.0,0.0,-8.0,0.0,,435.0,1.0,1.0,0.0,2.0,0.0,8.0,0.0,,435.0,0.11,1.0,0.0,2.960386276245117,2.0,1.5,1,1,3.0,1788,14232.0,Detached,2.5,2,1,3,1353,,Detached,600000.0,"The model ranked the candidate property as more comparable to the subject property due to having 2 more rooms, which had a high positive impact on the score. However, the larger difference in GLA (435 sqft) had a negative impact on the score, indicating less similarity between the properties in terms of size."
4759604,45 Ridgestone Crt,1,283 OSBORNE ST Halifax NS B3N3H1,-1.0,-1.0,0.0,0.0,-1.0,-4.0,4.0,,-46.0,1.0,1.0,0.0,0.0,1.0,4.0,4.0,,46.0,0.32,1.0,1.0,2.84328556060791,3.0,1.5,1,1,3.0,1788,14232.0,Detached,2.5,2,1,4,1834,,Detached,678000.0,"The model ranked the candidate property at 45 Ridgestone Crt as more comparable to the subject based on having a similar number of bathrooms and rooms. The slight differences in the number of full baths and bedrooms made the candidate slightly less similar, but overall, the shared features contributed positively to the similarity score of 2.84."
4759647,1 Virginia Dr,1,201 Halfway Lake Dr Hammonds Plains NS B4B1M8,0.0,0.0,0.0,1.0,0.0,-16.0,15.0,,-79.0,0.0,0.0,0.0,1.0,0.0,16.0,15.0,,79.0,5.27,1.0,1.0,3.1773993968963623,1.0,2.5,2,1,4.0,2264,,Detached,2.5,2,1,4,2343,,Detached,692000.0,"The candidate property at 1 Virginia Dr was ranked as more comparable to the subject property because they have the same number of bathrooms and half bathrooms, which had positive SHAP impacts. Additionally, the candidate having one more room than the subject greatly contributed to its higher similarity score. However, the lack of a recent sale and the same number of full bathrooms slightly reduced its similarity score."
4759647,209 Glen Arbour Way,1,201 Halfway Lake Dr Hammonds Plains NS B4B1M8,0.0,0.0,0.0,1.0,2.0,-13.0,18.0,,-903.0,0.0,0.0,0.0,1.0,2.0,13.0,18.0,,903.0,1.3,1.0,1.0,2.684575080871582,2.0,2.5,2,1,4.0,2264,,Detached,2.5,2,1,2,3167,,Detached,930000.0,"The candidate property was ranked higher due to having an additional room compared to the subject property, which had a positive impact on the similarity score. However, the model found the differences in the number of full baths, absolute number of bedrooms, and absolute age of the subject property to make the candidate less similar, resulting in a slightly lower overall score."
4759647,1693 White Hills Run,1,201 Halfway Lake Dr Hammonds Plains NS B4B1M8,0.0,0.0,0.0,2.0,1.0,-9.0,22.0,,600.0,0.0,0.0,0.0,2.0,1.0,9.0,22.0,,600.0,3.5,1.0,1.0,0.25896358489990234,3.0,2.5,2,1,4.0,2264,,Detached,2.5,2,1,3,1664,,Detached,588000.0,"The model ranked the candidate property at 1693 White Hills Run as relatively comparable to the subject property at 201 Halfway Lake Dr due to similar numbers of bathrooms and rooms. However, the larger difference in GLA and slight difference in absolute bedrooms made the candidate slightly less similar to the subject property."
4759723,334 Shadehill Cres,1,5 Golflinks Dr Ottawa ON K2J 4X9,0.0,0.0,0.0,0.0,0.0,-8.0,5.0,164.0,88.0,0.0,0.0,0.0,0.0,0.0,8.0,5.0,164.0,88.0,0.91,1.0,1.0,3.0252177715301514,1.0,3.5,3,1,3.0,2530,5987.0,Detached,3.5,3,1,3,2442,5823.0,Detached,1244900.0,"The model ranked the candidate property at 334 Shadehill Cres as more comparable to the subject property at 5 Golflinks Dr due to having the same number of bathrooms, half bathrooms, and rooms, which positively influenced the score. However, the model found it slightly less similar due to not having the same number of full baths and being sold recently, which slightly decreased the similarity score."
4759723,142 Chenoa Way,1,5 Golflinks Dr Ottawa ON K2J 4X9,-1.0,-1.0,0.0,0.0,-1.0,-6.0,7.0,-209.0,-1044.0,1.0,1.0,0.0,0.0,1.0,6.0,7.0,209.0,1044.0,1.74,1.0,1.0,2.1941633224487305,2.0,3.5,3,1,3.0,2530,5987.0,Detached,4.5,4,1,4,3574,6196.0,Detached,1435000.0,"The model ranked the candidate property at 142 Chenoa Way as more comparable to the subject due to having the same number of half baths and rooms, which positively influenced the score. However, the differences in full baths, absolute full bath count, and absolute bedroom count made the candidate less similar to the subject, resulting in a moderate overall score."
4759723,100 Brambling Way,1,5 Golflinks Dr Ottawa ON K2J 4X9,-1.0,-1.0,0.0,0.0,-1.0,-3.0,10.0,387.0,-1226.0,1.0,1.0,0.0,0.0,1.0,3.0,10.0,387.0,1226.0,1.05,1.0,1.0,1.6213544607162476,3.0,3.5,3,1,3.0,2530,5987.0,Detached,4.5,4,1,4,3756,5600.0,Detached,1150000.0,"The model ranked the candidate property at 100 Brambling Way as more comparable to the subject at 5 Golflinks Dr due to having the same number of half baths and rooms, which positively influenced the score. However, the differences in the number of full baths and lot size slightly decreased the similarity score."
4759846,40 Kingston Cres,1,54 Kingston Cres Dartmouth NS B3A2M2,0.0,0.0,0.0,1.0,0.0,-41.0,-2.0,,106.0,0.0,0.0,0.0,1.0,0.0,41.0,2.0,,106.0,0.13,1.0,0.0,4.064661979675293,1.0,1.5,1,1,3.0,1637,6000.0,Detached,1.5,1,1,3,1531,,Detached,708000.0,"The model ranked the property at 40 Kingston Cres as more comparable to the subject at 54 Kingston Cres due to having a similar number of bathrooms and half bathrooms. Additionally, the higher room count in the candidate property further increased its similarity score. The lack of a difference in the number of full baths slightly decreased the similarity score but was not significant enough to greatly impact the overall ranking."
4759846,36 Mount Pleasant Ave,1,54 Kingston Cres Dartmouth NS B3A2M2,0.0,0.0,0.0,-1.0,-1.0,-60.0,-21.0,,-242.0,0.0,0.0,0.0,1.0,1.0,60.0,21.0,,242.0,0.49,1.0,1.0,2.4966955184936523,2.0,1.5,1,1,3.0,1637,6000.0,Detached,1.5,1,1,4,1879,,Detached,787000.0,"The candidate property at 36 Mount Pleasant Ave was ranked as relatively comparable to the subject at 54 Kingston Cres due to having the same number of bathrooms and half bathrooms. However, the candidate having one less room than the subject slightly detracted from its similarity score. The differences in full baths, absolute number of bedrooms, and absolute age of the subject property did not significantly impact the overall similarity ranking."
4759846,2 Lawnsdale Dr,1,54 Kingston Cres Dartmouth NS B3A2M2,-0.5,-1.0,,-1.0,-1.0,-61.0,-22.0,,-255.0,0.5,1.0,,1.0,1.0,61.0,22.0,,255.0,0.41,1.0,1.0,2.201260566711426,3.0,1.5,1,1,3.0,1637,6000.0,Detached,2.0,2,0,4,1892,,Detached,780000.0,"The candidate property at 2 Lawnsdale Dr was considered more comparable to the subject at 54 Kingston Cres due to having fewer rooms and bedrooms compared to the subject, which positively impacted the similarity score. However, the difference in the number of full baths and the absolute difference in full baths had a negative impact on the similarity score, making the candidate slightly less similar overall."
4760530,11 Union St,1,3435 Vandorf Siderd Stouffville ON L4A4H5,0.5,1.0,-1.0,0.0,1.0,-22.0,20.0,384940.0,16.0,0.5,1.0,1.0,0.0,1.0,22.0,20.0,384940.0,16.0,7.58,1.0,0.0,1.910415530204773,1.0,3.5,3,1,4.0,2149,438083.0,Detached,3.0,2,2,3,2133,53143.0,Detached,2430000.0,"The model ranked the candidate property at 11 Union St as more comparable to the subject due to having a similar number of rooms and an additional bedroom compared to the subject. However, the model found the differences in the number of full baths and absolute full bath count to make the candidate less similar to the subject."
4760530,9 Elias Snider Crt,1,3435 Vandorf Siderd Stouffville ON L4A4H5,-1.0,-1.0,0.0,-4.0,0.0,-10.0,32.0,374050.0,-527.0,1.0,1.0,0.0,4.0,0.0,10.0,32.0,374050.0,527.0,3.46,1.0,0.0,1.1448163986206055,2.0,3.5,3,1,4.0,2149,438083.0,Detached,4.5,4,1,4,2676,64033.0,Detached,2200000.0,"The candidate property at 9 Elias Snider Crt was considered more similar to the subject property due to having the same number of half baths and bedrooms. The significant effective age difference of -10 years also contributed positively to the similarity score. However, the differences in bath score, full baths, and room count negatively impacted the ranking, indicating some dissimilarity in these aspects."
4760530,3948 Vandorf Siderd,1,3435 Vandorf Siderd Stouffville ON L4A4H5,0.0,0.0,0.0,1.0,1.0,3.0,45.0,1220.0,132.0,0.0,0.0,0.0,1.0,1.0,3.0,45.0,1220.0,132.0,1.51,1.0,1.0,-0.11215673387050629,3.0,3.5,3,1,4.0,2149,438083.0,Detached,3.5,3,1,3,2017,436863.0,Detached,2580000.0,"The model ranked the candidate property slightly lower due to having 1 fewer bedroom and an effective age that is 3 years older than the subject property, resulting in dissimilarities. However, the candidate property was considered more similar due to matching room count and half baths, which contributed positively to its ranking."
4760630,133 William St,1,118 Colborne St Kingston ON K7K 1C9,-1.5,-1.0,,-1.0,-1.0,-80.0,35.0,-272.0,-410.0,1.5,1.0,,1.0,1.0,80.0,35.0,272.0,410.0,0.63,1.0,1.0,-0.2749967575073242,1.0,1.0,1,0,4.0,1840,1742.0,Townhouse,2.5,2,1,5,2250,2014.0,Townhouse,890000.0,"The model ranked the candidate property at 133 William St as slightly less comparable to the subject at 118 Colborne St due to having one fewer room and bedroom, which had a minimal positive impact on the score. However, the significantly higher effective age of the candidate property compared to the subject strongly contributed to making them less similar according to the model."
4760630,240 Nelson Street ,0,118 Colborne St Kingston ON K7K 1C9,-1.5,-1.0,,-6.0,-2.0,-105.0,10.0,-7098.0,140.0,1.5,1.0,,6.0,2.0,105.0,10.0,7098.0,140.0,,0.0,1.0,-0.9293283820152283,2.0,1.0,1,0,4.0,1840,1742.0,Townhouse,2.5,2,1,6,1700,8840.0,Detached,,"The model ranked the property at 240 Nelson Street as more comparable to the subject at 118 Colborne St due to their effective ages being closer, with 240 Nelson Street being older by 105 years. Additionally, the smaller lot size of 240 Nelson Street compared to the subject also contributed positively to the similarity score. However, the differences in the number of bathrooms, specifically a lower bath score and fewer full baths in the candidate property, made it less similar to the subject property, leading to a lower overall score."
4760630,297 University Ave,1,118 Colborne St Kingston ON K7K 1C9,-0.5,0.0,,-2.0,-1.0,-80.0,35.0,-43.0,90.0,0.5,0.0,,2.0,1.0,80.0,35.0,43.0,90.0,0.37,1.0,1.0,-0.9689408540725708,3.0,1.0,1,0,4.0,1840,1742.0,Townhouse,1.5,1,1,5,1750,1785.0,Townhouse,770000.0,"The candidate property at 297 University Ave was considered more comparable to the subject at 118 Colborne St due to its lower effective age compared to the subject and a smaller effective age difference. Additionally, the smaller lot size difference between the two properties also contributed positively to their similarity score. However, the candidate property was rated less similar due to a slight difference in the bath score, with the subject having a slightly higher bath score. The absence of half baths in the candidate property also contributed to its lower similarity score."
4760651,9 Penstock Crt,1,92 Armcrest Dr Lower Sackville NS B4C3Z9,0.0,0.0,0.0,0.0,0.0,-27.0,-5.0,102.0,34.0,0.0,0.0,0.0,0.0,0.0,27.0,5.0,102.0,34.0,1.62,1.0,0.0,4.070431232452393,1.0,1.5,1,1,3.0,1354,3250.0,Detached,1.5,1,1,3,1320,3148.0,Detached,475000.0,The model ranked the candidate property at 9 Penstock Crt as more comparable to the subject at 92 Armcrest Dr due to having the same number of bathrooms and rooms. The lack of difference in full baths was not as influential in the comparison.
4760651,4 Victoria Dr,1,92 Armcrest Dr Lower Sackville NS B4C3Z9,0.0,0.0,0.0,0.0,0.0,-22.0,0.0,-469.0,-186.0,0.0,0.0,0.0,0.0,0.0,22.0,0.0,469.0,186.0,0.12,1.0,1.0,3.607747793197632,2.0,1.5,1,1,3.0,1354,3250.0,Detached,1.5,1,1,3,1540,3719.0,Detached,505000.0,"The candidate property at 4 Victoria Dr was considered more comparable to the subject property at 92 Armcrest Dr due to having the same number of bathrooms, half bathrooms, and rooms, which positively influenced the score. However, the fact that the candidate property was sold recently and had a slightly different number of full bathrooms compared to the subject property slightly decreased its similarity score."
